text,sentiment
UNSUSPECTING,negative
UNSUSTAINABLE,negative
UNTENABLE,negative
UNTIMELY,negative
UNTRUSTED,negative
UNTRUTH,negative
UNTRUTHFUL,negative
UNTRUTHFULLY,negative
UNTRUTHFULNESS,negative
UNTRUTHS,negative
UNUSABLE,negative
UNWANTED,negative
UNWARRANTED,negative
UNWELCOME,negative
UNWILLING,negative
UNWILLINGNESS,negative
UPSET,negative
URGENCY,negative
URGENT,negative
USURIOUS,negative
USURP,negative
USURPED,negative
USURPING,negative
USURPS,negative
USURY,negative
VANDALISM,negative
VERDICT,negative
VERDICTS,negative
VETOED,negative
VICTIMS,negative
VIOLATE,negative
VIOLATED,negative
VIOLATES,negative
VIOLATING,negative
VIOLATION,negative
VIOLATIONS,negative
VIOLATIVE,negative
VIOLATOR,negative
VIOLATORS,negative
VIOLENCE,negative
VIOLENT,negative
VIOLENTLY,negative
VITIATE,negative
VITIATED,negative
VITIATES,negative
VITIATING,negative
VITIATION,negative
VOIDED,negative
VOIDING,negative
VOLATILE,negative
VOLATILITY,negative
VULNERABILITIES,negative
VULNERABILITY,negative
VULNERABLE,negative
VULNERABLY,negative
WARN,negative
WARNED,negative
WARNING,negative
WARNINGS,negative
WARNS,negative
WASTED,negative
WASTEFUL,negative
WASTING,negative
WEAK,negative
WEAKEN,negative
WEAKENED,negative
WEAKENING,negative
WEAKENS,negative
WEAKER,negative
WEAKEST,negative
WEAKLY,negative
WEAKNESS,negative
WEAKNESSES,negative
WILLFULLY,negative
WORRIES,negative
WORRY,negative
WORRYING,negative
WORSE,negative
WORSEN,negative
WORSENED,negative
WORSENING,negative
WORSENS,negative
WORST,negative
WORTHLESS,negative
WRITEDOWN,negative
WRITEDOWNS,negative
WRITEOFF,negative
WRITEOFFS,negative
WRONG,negative
WRONGDOING,negative
WRONGDOINGS,negative
WRONGFUL,negative
WRONGFULLY,negative
WRONGLY,negative
ABEYANCE,negative
ABEYANCES,negative
ALMOST,negative
ALTERATION,negative
ALTERATIONS,negative
AMBIGUITIES,negative
AMBIGUITY AMBIGUOUS,negative
ANOMALIES,negative
ANOMALOUS,negative
ANOMALOUSLY,negative
ANOMALY,negative
ANTICIPATE,negative
ANTICIPATED,negative
ANTICIPATES,negative
ANTICIPATING,negative
ANTICIPATION,negative
ANTICIPATIONS,negative
APPARENT,negative
APPARENTLY APPEAR,negative
APPEARED,negative
APPEARING,negative
APPEARS,negative
APPROXIMATE,negative
APPROXIMATED,negative
APPROXIMATELY,negative
APPROXIMATES,negative
APPROXIMATING,negative
APPROXIMATION,negative
APPROXIMATIONS ARBITRARILY,negative
ARBITRARINESS,negative
ARBITRARY,negative
ASSUME,negative
ASSUMED ASSUMES,negative
ASSUMING,negative
ASSUMPTION,negative
ASSUMPTIONS,negative
BELIEVE,negative
BELIEVED,negative
BELIEVES,negative
BELIEVING,negative
CAUTIOUS,negative
CAUTIOUSLY,negative
CAUTIOUSNESS,negative
CLARIFICATION,negative
CLARIFICATIONS,negative
CONCEIVABLE CONCEIVABLY,negative
CONDITIONAL,negative
CONDITIONALLY,negative
CONFUSES CONFUSING CONFUSINGLY,negative
CONFUSION,negative
CONTINGENCIES,negative
CONTINGENCY,negative
CONTINGENT,negative
CONTINGENTLY,negative
CONTINGENTS,negative
COULD,negative
CROSSROAD,negative
CROSSROADS,negative
DEPEND,negative
DEPENDED,negative
DEPENDENCE DEPENDENCIES,negative
DEPENDENCY,negative
DEPENDENT,negative
DEPENDING,negative
DEPENDS,negative
DESTABILIZING,negative
DEVIATE,negative
DEVIATED,negative
DEVIATES,negative
DEVIATING DEVIATION,negative
DEVIATIONS,negative
DIFFER,negative
DIFFERED,negative
DIFFERING,negative
DIFFERS,negative
DOUBT,negative
DOUBTED,negative
DOUBTFUL,negative
DOUBTS,negative
EXPOSURE,negative
EXPOSURES FLUCTUATE,negative
FLUCTUATED,negative
FLUCTUATES,negative
FLUCTUATING,negative
FLUCTUATION,negative
FLUCTUATIONS,negative
HIDDEN,negative
HINGES,negative
IMPRECISE,negative
IMPRECISION,negative
IMPRECISIONS,negative
IMPROBABILITY,negative
IMPROBABLE INCOMPLETENESS,negative
INDEFINITE,negative
INDEFINITELY,negative
INDEFINITENESS,negative
INDETERMINABLE INDETERMINATE,negative
INEXACT,negative
INEXACTNESS INSTABILITIES INSTABILITY,negative
INTANGIBLE,negative
INTANGIBLES,negative
LIKELIHOOD,negative
MAY,negative
MAYBE,negative
MIGHT,negative
NEARLY,negative
NONASSESSABLE,negative
OCCASIONALLY ORDINARILY,negative
PENDING PERHAPS,negative
POSSIBILITIES,negative
POSSIBILITY,negative
POSSIBLE,negative
POSSIBLY,negative
PRECAUTION PRECAUTIONARY,negative
PRECAUTIONS,negative
PREDICT,negative
PREDICTABILITY,negative
PREDICTED,negative
PREDICTING PREDICTION,negative
PREDICTIONS,negative
PREDICTIVE PREDICTOR,negative
PREDICTORS,negative
PREDICTS PRELIMINARILY,negative
PRELIMINARY,negative
PRESUMABLY,negative
PRESUME,negative
PRESUMED,negative
PRESUMES,negative
PRESUMING,negative
PRESUMPTION,negative
PRESUMPTIONS PROBABILISTIC,negative
PROBABILITIES,negative
PROBABILITY,negative
PROBABLE,negative
PROBABLY,negative
RANDOM,negative
RANDOMIZE,negative
RANDOMIZED,negative
RANDOMIZES,negative
RANDOMIZING,negative
RANDOMLY,negative
RANDOMNESS,negative
REASSESS,negative
REASSESSED,negative
REASSESSES,negative
REASSESSING,negative
REASSESSMENT,negative
REASSESSMENTS RECALCULATE,negative
RECALCULATED,negative
RECALCULATES,negative
RECALCULATING,negative
RECALCULATION,negative
RECALCULATIONS RECONSIDER,negative
RECONSIDERED,negative
RECONSIDERING,negative
RECONSIDERS,negative
REEXAMINATION,negative
REEXAMINE,negative
REEXAMINING REINTERPRET,negative
REINTERPRETATION,negative
REINTERPRETATIONS,negative
REINTERPRETED REINTERPRETING,negative
REINTERPRETS,negative
REVISE,negative
REVISED,negative
RISK,negative
RISKED,negative
RISKIER,negative
RISKIEST,negative
RISKINESS,negative
RISKING,negative
RISKS,negative
RISKY,negative
ROUGHLY,negative
RUMORS,negative
SEEMS,negative
SELDOM,negative
SELDOMLY,negative
SOMETIME,negative
SOMETIMES SOMEWHAT,negative
SOMEWHERE,negative
SPECULATE,negative
SPECULATED,negative
SPECULATES,negative
SPECULATING,negative
SPECULATION,negative
SPECULATIONS,negative
SPECULATIVE,negative
SPECULATIVELY,negative
SPORADIC,negative
SPORADICALLY,negative
SUDDEN,negative
SUDDENLY,negative
SUGGEST,negative
SUGGESTED,negative
SUGGESTING SUGGESTS,negative
SUSCEPTIBILITY,negative
TENDING,negative
TENTATIVE,negative
TENTATIVELY,negative
TURBULENCE UNCERTAIN,negative
UNCERTAINLY,negative
UNCERTAINTIES,negative
UNCERTAINTY,negative
UNCLEAR,negative
UNCONFIRMED,negative
UNDECIDED,negative
UNDEFINED,negative
UNDESIGNATED,negative
UNDETECTABLE,negative
UNDETERMINABLE,negative
UNDETERMINED,negative
UNDOCUMENTED,negative
UNEXPECTED,negative
UNEXPECTEDLY UNFAMILIAR UNFAMILIARITY,negative
UNFORECASTED,negative
UNFORSEEN,negative
UNGUARANTEED,negative
UNHEDGED,negative
UNIDENTIFIABLE,negative
UNIDENTIFIED,negative
UNKNOWN,negative
UNKNOWNS,negative
UNOBSERVABLE,negative
UNPLANNED,negative
UNPREDICTABILITY,negative
UNPREDICTABLE,negative
UNPREDICTABLY,negative
UNPREDICTED,negative
UNPROVED,negative
UNPROVEN,negative
UNQUANTIFIABLE,negative
UNQUANTIFIED,negative
UNRECONCILED,negative
UNSEASONABLE,negative
UNSEASONABLY UNSETTLED,negative
UNSPECIFIC,negative
UNSPECIFIED,negative
UNTESTED,negative
UNUSUAL UNUSUALLY,negative
UNWRITTEN,negative
VAGARIES,negative
VAGUE,negative
VAGUELY,negative
VAGUENESS VAGUENESSES,negative
VAGUER,negative
VAGUEST,negative
VARIABILITY,negative
VARIABLE,negative
VARIABLES,negative
VARIABLY,negative
VARIANCE,negative
VARIANCES,negative
VARIANT,negative
VARIANTS,negative
VARIATION,negative
VARIATIONS,negative
VARIED,negative
VARIES,negative
VARY,negative
VARYING,negative
VOLATILE,negative
VOLATILITIES,negative
VOLATILITY,negative
